# Alambda for ATLAS9 + DUSTY99 + blackbody spectra:
#  n      Teff  logg  Av   Rv          U        B        V        R        I        J        H        K
 327      7500  1.00  9.0  3.1    13.398   11.513    8.908    7.101    5.282    2.607    1.646    1.029 
 327      7500  1.00 10.0  3.1    14.872   12.736    9.867    7.841    5.849    2.893    1.828    1.143 
 328      7500  1.50  1.0  3.1     1.508    1.320    1.014    0.824    0.604    0.293    0.184    0.115 
 328      7500  1.50  2.0  3.1     3.010    2.631    2.022    1.640    1.203    0.585    0.368    0.229 
 328      7500  1.50  3.0  3.1     4.507    3.932    3.024    2.448    1.799    0.876    0.551    0.344 
 328      7500  1.50  4.0  3.1     6.000    5.222    4.020    3.247    2.390    1.166    0.734    0.458 
 328      7500  1.50  5.0  3.1     7.488    6.502    5.010    4.037    2.977    1.455    0.917    0.573 
 328      7500  1.50  6.0  3.1     8.973    7.771    5.993    4.817    3.560    1.744    1.100    0.687 
 328      7500  1.50  7.0  3.1    10.454    9.029    6.970    5.588    4.140    2.032    1.282    0.801 
 328      7500  1.50  8.0  3.1    11.933   10.275    7.941    6.348    4.715    2.320    1.464    0.915 
 328      7500  1.50  9.0  3.1    13.410   11.509    8.906    7.099    5.287    2.606    1.646    1.029 
 328      7500  1.50 10.0  3.1    14.884   12.731    9.864    7.839    5.855    2.892    1.828    1.143 
 329      7500  2.00  1.0  3.1     1.512    1.319    1.014    0.823    0.604    0.293    0.184    0.115 
 329      7500  2.00  2.0  3.1     3.018    2.629    2.022    1.639    1.204    0.584    0.368    0.229 
 329      7500  2.00  3.0  3.1     4.518    3.929    3.024    2.447    1.800    0.875    0.551    0.344 
 329      7500  2.00  4.0  3.1     6.013    5.219    4.019    3.245    2.392    1.166    0.734    0.458 
 329      7500  2.00  5.0  3.1     7.504    6.498    5.008    4.035    2.980    1.455    0.917    0.573 
 329      7500  2.00  6.0  3.1     8.991    7.766    5.991    4.815    3.563    1.744    1.100    0.687 
 329      7500  2.00  7.0  3.1    10.475    9.022    6.968    5.585    4.143    2.032    1.282    0.801 
 329      7500  2.00  8.0  3.1    11.955   10.267    7.939    6.345    4.719    2.319    1.465    0.915 
 329      7500  2.00  9.0  3.1    13.433   11.500    8.903    7.095    5.292    2.606    1.647    1.029 
 329      7500  2.00 10.0  3.1    14.908   12.722    9.861    7.835    5.861    2.891    1.829    1.143 
 330      7500  2.50  1.0  3.1     1.518    1.318    1.013    0.823    0.605    0.292    0.184    0.115 
 330      7500  2.50  2.0  3.1     3.029    2.626    2.021    1.638    1.206    0.584    0.367    0.229 
 330      7500  2.50  3.0  3.1     4.534    3.925    3.022    2.445    1.802    0.875    0.550    0.344 
 330      7500  2.50  4.0  3.1     6.033    5.213    4.017    3.243    2.394    1.165    0.734    0.458 
 330      7500  2.50  5.0  3.1     7.527    6.491    5.006    4.032    2.983    1.454    0.917    0.573 
 330      7500  2.50  6.0  3.1     9.017    7.758    5.988    4.812    3.567    1.743    1.099    0.687 
 330      7500  2.50  7.0  3.1    10.503    9.013    6.965    5.582    4.148    2.031    1.282    0.801 
 330      7500  2.50  8.0  3.1    11.986   10.257    7.935    6.341    4.724    2.318    1.464    0.915 
 330      7500  2.50  9.0  3.1    13.466   11.489    8.899    7.091    5.297    2.604    1.646    1.029 
 330      7500  2.50 10.0  3.1    14.943   12.709    9.857    7.830    5.867    2.890    1.828    1.143 
 331      7500  3.00  1.0  3.1     1.524    1.316    1.013    0.822    0.605    0.292    0.184    0.115 
 331      7500  3.00  2.0  3.1     3.041    2.623    2.020    1.637    1.206    0.584    0.368    0.230 
 331      7500  3.00  3.0  3.1     4.551    3.920    3.021    2.444    1.802    0.875    0.551    0.344 
 331      7500  3.00  4.0  3.1     6.055    5.206    4.015    3.241    2.395    1.165    0.734    0.459 
 331      7500  3.00  5.0  3.1     7.554    6.482    5.003    4.030    2.984    1.454    0.917    0.573 
 331      7500  3.00  6.0  3.1     9.048    7.747    5.985    4.809    3.569    1.742    1.100    0.687 
 331      7500  3.00  7.0  3.1    10.537    9.000    6.961    5.578    4.150    2.030    1.282    0.801 
 331      7500  3.00  8.0  3.1    12.023   10.242    7.931    6.337    4.727    2.317    1.465    0.916 
 331      7500  3.00  9.0  3.1    13.506   11.472    8.894    7.087    5.300    2.604    1.647    1.030 
 331      7500  3.00 10.0  3.1    14.986   12.691    9.852    7.825    5.870    2.889    1.829    1.143 
 332      7500  3.50  1.0  3.1     1.531    1.315    1.013    0.823    0.605    0.292    0.184    0.115 
 332      7500  3.50  2.0  3.1     3.053    2.620    2.019    1.637    1.206    0.584    0.368    0.230 
 332      7500  3.50  3.0  3.1     4.569    3.916    3.019    2.443    1.803    0.874    0.551    0.344 
 332      7500  3.50  4.0  3.1     6.078    5.201    4.013    3.240    2.396    1.164    0.734    0.459 
 332      7500  3.50  5.0  3.1     7.581    6.475    5.001    4.028    2.985    1.453    0.917    0.573 
 332      7500  3.50  6.0  3.1     9.079    7.739    5.983    4.806    3.570    1.742    1.100    0.687 
 332      7500  3.50  7.0  3.1    10.573    8.991    6.958    5.575    4.152    2.030    1.283    0.802 
 332      7500  3.50  8.0  3.1    12.062   10.231    7.927    6.334    4.729    2.317    1.465    0.916 
 332      7500  3.50  9.0  3.1    13.548   11.460    8.890    7.082    5.303    2.603    1.647    1.030 
 332      7500  3.50 10.0  3.1    15.030   12.677    9.847    7.820    5.873    2.889    1.829    1.144 
 333      7500  4.00  1.0  3.1     1.536    1.314    1.012    0.821    0.605    0.292    0.184    0.115 
 333      7500  4.00  2.0  3.1     3.065    2.619    2.018    1.635    1.206    0.583    0.367    0.229 
 333      7500  4.00  3.0  3.1     4.585    3.913    3.018    2.440    1.803    0.874    0.551    0.344 
 333      7500  4.00  4.0  3.1     6.099    5.198    4.012    3.237    2.397    1.163    0.734    0.458 
 333      7500  4.00  5.0  3.1     7.607    6.471    4.999    4.024    2.986    1.453    0.917    0.573 
 333      7500  4.00  6.0  3.1     9.109    7.733    5.980    4.802    3.571    1.741    1.100    0.687 
 333      7500  4.00  7.0  3.1    10.607    8.984    6.955    5.570    4.152    2.029    1.283    0.801 
 333      7500  4.00  8.0  3.1    12.100   10.224    7.923    6.328    4.730    2.315    1.465    0.915 
 333      7500  4.00  9.0  3.1    13.589   11.451    8.886    7.076    5.304    2.602    1.647    1.029 
 333      7500  4.00 10.0  3.1    15.074   12.667    9.842    7.814    5.874    2.887    1.829    1.143 
 334      7500  4.50  1.0  3.1     1.542    1.313    1.011    0.821    0.605    0.292    0.184    0.115 
 334      7500  4.50  2.0  3.1     3.076    2.617    2.017    1.634    1.206    0.584    0.368    0.230 
 334      7500  4.50  3.0  3.1     4.602    3.911    3.016    2.439    1.804    0.874    0.552    0.344 
 334      7500  4.50  4.0  3.1     6.121    5.194    4.009    3.235    2.397    1.164    0.735    0.459 
 334      7500  4.50  5.0  3.1     7.633    6.467    4.996    4.021    2.986    1.453    0.918    0.573 
 334      7500  4.50  6.0  3.1     9.140    7.728    5.977    4.798    3.571    1.741    1.101    0.687 
 334      7500  4.50  7.0  3.1    10.641    8.978    6.951    5.566    4.153    2.029    1.284    0.802 
 334      7500  4.50  8.0  3.1    12.137   10.217    7.920    6.323    4.730    2.316    1.466    0.916 
 334      7500  4.50  9.0  3.1    13.630   11.444    8.882    7.071    5.304    2.602    1.648    1.030 
 334      7500  4.50 10.0  3.1    15.118   12.659    9.838    7.808    5.875    2.887    1.830    1.144 
 335      7500  5.00  1.0  3.1     1.548    1.313    1.011    0.820    0.605    0.292    0.184    0.115 
 335      7500  5.00  2.0  3.1     3.087    2.616    2.016    1.633    1.206    0.583    0.368    0.229 
 335      7500  5.00  3.0  3.1     4.618    3.909    3.015    2.437    1.803    0.874    0.552    0.344 
 335      7500  5.00  4.0  3.1     6.141    5.192    4.008    3.233    2.396    1.163    0.735    0.458 
 335      7500  5.00  5.0  3.1     7.658    6.464    4.994    4.019    2.985    1.452    0.918    0.573 
 335      7500  5.00  6.0  3.1     9.168    7.724    5.974    4.795    3.571    1.740    1.101    0.687 
 335      7500  5.00  7.0  3.1    10.673    8.974    6.948    5.562    4.152    2.028    1.284    0.801 
 335      7500  5.00  8.0  3.1    12.173   10.211    7.916    6.319    4.730    2.315    1.466    0.915 
 335      7500  5.00  9.0  3.1    13.668   11.437    8.878    7.066    5.304    2.601    1.649    1.029 
 335      7500  5.00 10.0  3.1    15.160   12.652    9.834    7.803    5.874    2.886    1.831    1.143 
 336      7750  1.00  1.0  3.1     1.507    1.322    1.015    0.825    0.603    0.293    0.184    0.114 
 336      7750  1.00  2.0  3.1     3.008    2.635    2.024    1.642    1.202    0.585    0.368    0.229 
 336      7750  1.00  3.0  3.1     4.505    3.938    3.027    2.451    1.797    0.876    0.551    0.344 
 336      7750  1.00  4.0  3.1     5.997    5.230    4.023    3.251    2.388    1.167    0.734    0.458 
 336      7750  1.00  5.0  3.1     7.485    6.512    5.013    4.042    2.975    1.456    0.917    0.572 
 336      7750  1.00  6.0  3.1     8.970    7.783    5.997    4.824    3.557    1.745    1.100    0.687 
 336      7750  1.00  7.0  3.1    10.451    9.042    6.975    5.596    4.136    2.034    1.282    0.801 
 336      7750  1.00  8.0  3.1    11.930   10.289    7.947    6.357    4.711    2.321    1.465    0.915 
 336      7750  1.00  9.0  3.1    13.407   11.525    8.912    7.109    5.282    2.608    1.647    1.029 
 336      7750  1.00 10.0  3.1    14.882   12.748    9.872    7.850    5.849    2.894    1.829    1.143 
 337      7750  1.50  1.0  3.1     1.508    1.322    1.015    0.825    0.604    0.292    0.184    0.114 
 337      7750  1.50  2.0  3.1     3.010    2.635    2.024    1.642    1.204    0.584    0.368    0.229 
 337      7750  1.50  3.0  3.1     4.507    3.938    3.027    2.451    1.799    0.876    0.551    0.344 
 337      7750  1.50  4.0  3.1     5.999    5.231    4.023    3.251    2.391    1.166    0.734    0.458 
 337      7750  1.50  5.0  3.1     7.488    6.513    5.014    4.042    2.978    1.456    0.917    0.572 
 337      7750  1.50  6.0  3.1     8.972    7.784    5.998    4.823    3.561    1.745    1.100    0.687 
 337      7750  1.50  7.0  3.1    10.454    9.043    6.976    5.595    4.140    2.033    1.282    0.801 
 337      7750  1.50  8.0  3.1    11.933   10.291    7.947    6.357    4.716    2.320    1.465    0.915 
 337      7750  1.50  9.0  3.1    13.409   11.527    8.913    7.108    5.287    2.607    1.647    1.029 
 337      7750  1.50 10.0  3.1    14.883   12.751    9.872    7.849    5.855    2.893    1.829    1.143 
 338      7750  2.00  1.0  3.1     1.512    1.321    1.015    0.825    0.605    0.292    0.183    0.115 
 338      7750  2.00  2.0  3.1     3.017    2.632    2.024    1.642    1.205    0.584    0.367    0.229 
 338      7750  2.00  3.0  3.1     4.516    3.934    3.026    2.450    1.801    0.875    0.550    0.344 
 338      7750  2.00  4.0  3.1     6.011    5.226    4.023    3.250    2.393    1.166    0.733    0.458 
 338      7750  2.00  5.0  3.1     7.501    6.507    5.013    4.040    2.981    1.455    0.916    0.573 
 338      7750  2.00  6.0  3.1     8.987    7.777    5.996    4.821    3.565    1.744    1.099    0.687 
 338      7750  2.00  7.0  3.1    10.470    9.036    6.974    5.593    4.145    2.032    1.282    0.801 
 338      7750  2.00  8.0  3.1    11.950   10.283    7.945    6.354    4.721    2.320    1.464    0.915 
 338      7750  2.00  9.0  3.1    13.427   11.518    8.911    7.105    5.293    2.607    1.646    1.029 
 338      7750  2.00 10.0  3.1    14.902   12.741    9.870    7.846    5.862    2.893    1.828    1.143 
 339      7750  2.50  1.0  3.1     1.516    1.319    1.015    0.824    0.605    0.293    0.183    0.115 
 339      7750  2.50  2.0  3.1     3.026    2.630    2.023    1.640    1.206    0.584    0.367    0.229 
 339      7750  2.50  3.0  3.1     4.530    3.930    3.025    2.448    1.802    0.875    0.550    0.344 
 339      7750  2.50  4.0  3.1     6.028    5.221    4.021    3.248    2.395    1.166    0.734    0.458 
 339      7750  2.50  5.0  3.1     7.521    6.501    5.011    4.038    2.983    1.455    0.917    0.573 
 339      7750  2.50  6.0  3.1     9.010    7.769    5.994    4.819    3.568    1.744    1.099    0.687 
 339      7750  2.50  7.0  3.1    10.495    9.027    6.971    5.590    4.148    2.032    1.282    0.801 
 339      7750  2.50  8.0  3.1    11.977   10.273    7.943    6.351    4.725    2.319    1.464    0.915 
 339      7750  2.50  9.0  3.1    13.456   11.507    8.908    7.102    5.298    2.606    1.646    1.029 
 339      7750  2.50 10.0  3.1    14.932   12.729    9.866    7.842    5.867    2.892    1.828    1.143 
 340      7750  3.00  1.0  3.1     1.523    1.318    1.014    0.824    0.605    0.293    0.183    0.115 
 340      7750  3.00  2.0  3.1     3.038    2.627    2.021    1.640    1.206    0.584    0.367    0.229 
 340      7750  3.00  3.0  3.1     4.546    3.926    3.023    2.448    1.803    0.875    0.550    0.344 
 340      7750  3.00  4.0  3.1     6.048    5.215    4.019    3.247    2.396    1.165    0.734    0.458 
 340      7750  3.00  5.0  3.1     7.545    6.493    5.008    4.036    2.985    1.455    0.917    0.573 
 340      7750  3.00  6.0  3.1     9.038    7.761    5.991    4.817    3.570    1.744    1.099    0.687 
 340      7750  3.00  7.0  3.1    10.526    9.016    6.968    5.587    4.151    2.032    1.282    0.801 
 340      7750  3.00  8.0  3.1    12.011   10.261    7.939    6.348    4.728    2.319    1.464    0.915 
 340      7750  3.00  9.0  3.1    13.492   11.493    8.903    7.098    5.302    2.605    1.646    1.029 
 340      7750  3.00 10.0  3.1    14.970   12.714    9.862    7.838    5.872    2.891    1.828    1.143 
 341      7750  3.50  1.0  3.1     1.529    1.316    1.014    0.823    0.605    0.293    0.184    0.115 
 341      7750  3.50  2.0  3.1     3.050    2.623    2.021    1.639    1.207    0.584    0.368    0.229 
 341      7750  3.50  3.0  3.1     4.564    3.921    3.022    2.446    1.804    0.875    0.551    0.344 
 341      7750  3.50  4.0  3.1     6.071    5.208    4.017    3.244    2.397    1.165    0.734    0.458 
 341      7750  3.50  5.0  3.1     7.573    6.484    5.006    4.033    2.986    1.455    0.917    0.573 
 341      7750  3.50  6.0  3.1     9.070    7.750    5.988    4.813    3.572    1.743    1.100    0.687 
 341      7750  3.50  7.0  3.1    10.562    9.004    6.965    5.583    4.153    2.031    1.283    0.801 
 341      7750  3.50  8.0  3.1    12.050   10.246    7.935    6.343    4.731    2.318    1.465    0.915 
 341      7750  3.50  9.0  3.1    13.534   11.477    8.899    7.093    5.305    2.605    1.647    1.029 
 341      7750  3.50 10.0  3.1    15.015   12.696    9.857    7.833    5.875    2.891    1.829    1.143 
 342      7750  4.00  1.0  3.1     1.536    1.315    1.013    0.822    0.606    0.293    0.184    0.115 
 342      7750  4.00  2.0  3.1     3.063    2.621    2.020    1.637    1.208    0.584    0.367    0.230 
 342      7750  4.00  3.0  3.1     4.582    3.917    3.020    2.444    1.805    0.875    0.551    0.344 
 342      7750  4.00  4.0  3.1     6.095    5.203    4.015    3.241    2.398    1.165    0.734    0.459 
 342      7750  4.00  5.0  3.1     7.601    6.478    5.003    4.030    2.988    1.454    0.917    0.573 
 342      7750  4.00  6.0  3.1     9.102    7.742    5.985    4.809    3.573    1.743    1.100    0.687 
 342      7750  4.00  7.0  3.1    10.598    8.994    6.961    5.578    4.155    2.031    1.283    0.801 
 342      7750  4.00  8.0  3.1    12.090   10.235    7.930    6.338    4.733    2.318    1.465    0.915 
 342      7750  4.00  9.0  3.1    13.578   11.464    8.894    7.087    5.307    2.604    1.647    1.029 
 342      7750  4.00 10.0  3.1    15.062   12.682    9.851    7.826    5.878    2.890    1.829    1.143 
 343      7750  4.50  1.0  3.1     1.541    1.314    1.012    0.823    0.605    0.292    0.184    0.114 
 343      7750  4.50  2.0  3.1     3.074    2.619    2.019    1.637    1.207    0.583    0.368    0.229 
 343      7750  4.50  3.0  3.1     4.599    3.914    3.019    2.443    1.804    0.874    0.552    0.343 
 343      7750  4.50  4.0  3.1     6.117    5.199    4.013    3.240    2.398    1.164    0.735    0.458 
